               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 478,            0.011361,           0.0051331,          0.00068486,             0.99827,                   1,               0.995,             0.93164,           0.0080906,           0.0023329,          0.00059409,           0.0005554,           0.0005554,           0.0005554
                 479,            0.012035,           0.0057459,          0.00070711,             0.99819,                   1,               0.995,             0.93208,           0.0080982,           0.0023178,          0.00059126,           0.0005356,           0.0005356,           0.0005356
                 480,            0.011832,             0.00557,          0.00078631,             0.99817,                   1,               0.995,             0.92993,           0.0080903,           0.0023034,          0.00058818,           0.0005158,           0.0005158,           0.0005158
                 481,            0.011686,           0.0052218,          0.00076465,             0.99826,                   1,               0.995,             0.93002,            0.008054,           0.0022907,          0.00058579,            0.000496,            0.000496,            0.000496
                 482,            0.012749,           0.0052463,          0.00074341,             0.99827,                   1,               0.995,             0.92937,           0.0081217,           0.0022818,          0.00058316,           0.0004762,           0.0004762,           0.0004762
                 483,            0.012681,           0.0063364,          0.00065192,             0.99823,                   1,               0.995,             0.93137,           0.0082929,           0.0022889,          0.00058112,           0.0004564,           0.0004564,           0.0004564
                 484,            0.012371,           0.0055612,          0.00067511,             0.99824,                   1,               0.995,             0.92906,           0.0082414,           0.0022934,          0.00057966,           0.0004366,           0.0004366,           0.0004366
                 485,            0.012632,           0.0055855,           0.0014607,             0.99824,                   1,               0.995,             0.92662,           0.0081485,           0.0023008,          0.00057947,           0.0004168,           0.0004168,           0.0004168
                 486,            0.011387,           0.0049237,          0.00065966,             0.99826,                   1,               0.995,              0.9304,           0.0081303,           0.0023018,          0.00057825,            0.000397,            0.000397,            0.000397
                 487,            0.012574,           0.0048611,          0.00067167,             0.99829,                   1,               0.995,             0.92689,            0.008284,           0.0023256,          0.00057734,           0.0003772,           0.0003772,           0.0003772
                 488,            0.011922,           0.0054189,          0.00067873,             0.99831,                   1,               0.995,             0.92828,           0.0082069,           0.0023068,           0.0005758,           0.0003574,           0.0003574,           0.0003574
                 489,            0.011387,            0.004706,          0.00068527,             0.99829,                   1,               0.995,             0.92567,           0.0082182,           0.0022987,          0.00057381,           0.0003376,           0.0003376,           0.0003376
                 490,            0.012822,           0.0056749,          0.00065675,             0.99825,                   1,               0.995,             0.92771,           0.0082979,           0.0023033,          0.00057185,           0.0003178,           0.0003178,           0.0003178
                 491,            0.012709,           0.0055482,          0.00073426,             0.99818,                   1,               0.995,             0.92834,            0.008295,           0.0022925,          0.00057043,            0.000298,            0.000298,            0.000298
                 492,            0.012247,           0.0050567,          0.00076265,             0.99816,                   1,               0.995,             0.92685,           0.0082081,           0.0022891,          0.00056926,           0.0002782,           0.0002782,           0.0002782
                 493,            0.011072,           0.0046936,          0.00065607,             0.99812,                   1,               0.995,             0.92584,            0.008194,           0.0022917,          0.00056816,           0.0002584,           0.0002584,           0.0002584
                 494,            0.011616,            0.005121,          0.00067666,              0.9981,                   1,               0.995,             0.92641,           0.0082009,           0.0022942,          0.00056743,           0.0002386,           0.0002386,           0.0002386
                 495,            0.011587,           0.0051434,          0.00064429,             0.99809,                   1,               0.995,             0.92969,           0.0083219,           0.0023137,          0.00056681,           0.0002188,           0.0002188,           0.0002188
                 496,            0.012317,           0.0051073,          0.00070029,              0.9981,                   1,               0.995,             0.92913,           0.0082777,           0.0023142,          0.00056455,            0.000199,            0.000199,            0.000199
                 497,            0.012267,           0.0060951,          0.00064854,             0.99812,                   1,               0.995,             0.93115,           0.0081638,           0.0023016,           0.0005629,           0.0001792,           0.0001792,           0.0001792
                 498,             0.01134,           0.0062178,          0.00066164,             0.99818,                   1,               0.995,             0.92979,           0.0080871,            0.002287,          0.00056179,           0.0001594,           0.0001594,           0.0001594
                 499,            0.012088,           0.0054126,           0.0013893,             0.99821,                   1,               0.995,             0.93172,           0.0080524,           0.0022777,          0.00056021,           0.0001396,           0.0001396,           0.0001396
